日期,时间戳,合约代码,合约名称,合约位置,到期日,距到期天数,期货价格,指数价格,升贴水点数,升贴水率,升贴水状态,成交量,持仓量,告警级别,更新时间
2026-04-23,2026-04-23 13:59:59,IC2609,中证500指数期货2609,其他,2026-09-18,147,8026.4,8387.7647,0.0,0.0,数据异常,18788,0,True,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4650.0,4816.0267,-166.03,-3.4474,大幅贴水,12929,0,True,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IH2605,上证50指数期货2605,其他,2026-05-15,21,2925.8,2938.1651,-12.37,-0.4208,正常,9558,0,False,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IH2609,上证50指数期货2609,其他,2026-09-18,147,2875.6,2938.1651,-62.57,-2.1294,贴水,6513,0,False,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4601.8,4816.0267,-214.23,-4.4482,大幅贴水,5047,0,True,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IC2612,中证500指数期货2612,其他,2026-12-18,238,7883.8,8387.7647,0.0,0.0,数据异常,4751,0,True,2026-04-23 13:59:59
2026-04-23,2026-04-23 13:59:59,IH2612,上证50指数期货2612,其他,2026-12-18,238,2863.2,2938.1651,-74.97,-2.5514,贴水,1811,0,False,2026-04-23 13:59:59
2026-04-23,2026-04-23 14:00:26,IM0,中证1000指数期货连续,其他,,30,8221.2,8488.996,0.0,0.0,数据异常,126127,200963,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IC0,中证500指数期货连续,其他,,30,8182.4,8387.7647,0.0,0.0,数据异常,83694,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8182.4,8387.7647,0.0,0.0,数据异常,83694,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IF0,沪深300指数期货连续,其他,,30,4735.0,4816.0267,-81.03,-1.6824,正常,59033,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4735.0,4816.0267,-81.03,-1.6824,正常,59033,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IH0,上证50指数期货连续,其他,,30,2912.4,2938.1651,-25.77,-0.8769,正常,27254,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2912.4,2938.1651,-25.77,-0.8769,正常,27254,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8274.6,8387.7647,0.0,0.0,数据异常,25933,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4773.8,4816.0267,-42.23,-0.8768,正常,20923,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8029.2,8387.7647,0.0,0.0,数据异常,18850,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4652.0,4816.0267,-164.03,-3.4059,大幅贴水,12949,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2926.6,2938.1651,-11.57,-0.3936,正常,9574,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2877.0,2938.1651,-61.17,-2.0817,贴水,6530,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4603.4,4816.0267,-212.63,-4.415,大幅贴水,5052,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7885.8,8387.7647,0.0,0.0,数据异常,4759,0,True,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:00:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2865.4,2938.1651,-72.77,-2.4765,贴水,1817,0,False,2026-04-23 14:00:26
2026-04-23,2026-04-23 14:01:26,IM0,中证1000指数期货连续,其他,,30,8216.0,8488.996,0.0,0.0,数据异常,126731,201194,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IC0,中证500指数期货连续,其他,,30,8182.6,8387.7647,0.0,0.0,数据异常,84062,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8182.6,8387.7647,0.0,0.0,数据异常,84062,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IF0,沪深300指数期货连续,其他,,30,4734.0,4816.0267,-82.03,-1.7032,正常,59322,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4734.0,4816.0267,-82.03,-1.7032,正常,59322,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IH0,上证50指数期货连续,其他,,30,2912.0,2938.1651,-26.17,-0.8905,正常,27365,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2912.0,2938.1651,-26.17,-0.8905,正常,27365,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8272.8,8387.7647,0.0,0.0,数据异常,26012,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4774.8,4816.0267,-41.23,-0.856,正常,21102,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8031.2,8387.7647,0.0,0.0,数据异常,18958,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4652.0,4816.0267,-164.03,-3.4059,大幅贴水,13005,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2926.6,2938.1651,-11.57,-0.3936,正常,9626,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2876.4,2938.1651,-61.77,-2.1022,贴水,6546,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4605.4,4816.0267,-210.63,-4.3735,大幅贴水,5076,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7889.6,8387.7647,0.0,0.0,数据异常,4765,0,True,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:01:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2866.0,2938.1651,-72.17,-2.4561,贴水,1831,0,False,2026-04-23 14:01:26
2026-04-23,2026-04-23 14:02:26,IM0,中证1000指数期货连续,其他,,30,8208.2,8488.996,0.0,0.0,数据异常,127269,201301,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IC0,中证500指数期货连续,其他,,30,8176.2,8387.7647,0.0,0.0,数据异常,84514,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8176.2,8387.7647,0.0,0.0,数据异常,84514,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IF0,沪深300指数期货连续,其他,,30,4730.0,4816.0267,-86.03,-1.7863,正常,59514,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4730.0,4816.0267,-86.03,-1.7863,正常,59514,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IH0,上证50指数期货连续,其他,,30,2910.6,2938.1651,-27.57,-0.9382,正常,27435,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2910.6,2938.1651,-27.57,-0.9382,正常,27435,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8268.4,8387.7647,0.0,0.0,数据异常,26116,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4770.6,4816.0267,-45.43,-0.9432,正常,21206,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8023.8,8387.7647,0.0,0.0,数据异常,19013,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4647.0,4816.0267,-169.03,-3.5097,大幅贴水,13120,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2925.4,2938.1651,-12.77,-0.4345,正常,9642,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2875.2,2938.1651,-62.97,-2.143,贴水,6558,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4599.6,4816.0267,-216.43,-4.4939,大幅贴水,5096,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7881.4,8387.7647,0.0,0.0,数据异常,4776,0,True,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:02:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2864.0,2938.1651,-74.17,-2.5242,贴水,1833,0,False,2026-04-23 14:02:26
2026-04-23,2026-04-23 14:03:27,IM0,中证1000指数期货连续,其他,,30,8205.0,8488.996,0.0,0.0,数据异常,127774,201460,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IC0,中证500指数期货连续,其他,,30,8169.6,8387.7647,0.0,0.0,数据异常,84771,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IC2606,中证500指数期货2606,其他,2026-06-19,56,8169.6,8387.7647,0.0,0.0,数据异常,84771,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IF0,沪深300指数期货连续,其他,,30,4728.0,4816.0267,-88.03,-1.8278,正常,59691,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4728.0,4816.0267,-88.03,-1.8278,正常,59691,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IH0,上证50指数期货连续,其他,,30,2910.0,2938.1651,-28.17,-0.9586,正常,27519,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IH2606,上证50指数期货2606,其他,2026-06-19,56,2910.0,2938.1651,-28.17,-0.9586,正常,27519,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IC2605,中证500指数期货2605,其他,2026-05-15,21,8263.4,8387.7647,0.0,0.0,数据异常,26189,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4768.0,4816.0267,-48.03,-0.9972,正常,21279,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IC2609,中证500指数期货2609,其他,2026-09-18,147,8016.0,8387.7647,0.0,0.0,数据异常,19231,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4646.4,4816.0267,-169.63,-3.5221,大幅贴水,13197,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IH2605,上证50指数期货2605,其他,2026-05-15,21,2924.6,2938.1651,-13.57,-0.4617,正常,9669,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IH2609,上证50指数期货2609,其他,2026-09-18,147,2874.2,2938.1651,-63.97,-2.177,贴水,6579,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4599.0,4816.0267,-217.03,-4.5063,大幅贴水,5117,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IC2612,中证500指数期货2612,其他,2026-12-18,238,7875.0,8387.7647,0.0,0.0,数据异常,4818,0,True,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:03:27,IH2612,上证50指数期货2612,其他,2026-12-18,238,2862.6,2938.1651,-75.57,-2.5718,贴水,1835,0,False,2026-04-23 14:03:27
2026-04-23,2026-04-23 14:04:27,IM0,中证1000指数期货连续,其他,,30,8203.2,8488.996,0.0,0.0,数据异常,128134,201631,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IC0,中证500指数期货连续,其他,,30,8166.8,8387.7647,0.0,0.0,数据异常,85145,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IC2606,中证500指数期货2606,其他,2026-06-19,56,8166.8,8387.7647,0.0,0.0,数据异常,85145,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IF0,沪深300指数期货连续,其他,,30,4725.4,4816.0267,-90.63,-1.8818,正常,59915,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4725.4,4816.0267,-90.63,-1.8818,正常,59915,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IH0,上证50指数期货连续,其他,,30,2909.4,2938.1651,-28.77,-0.979,正常,27659,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IH2606,上证50指数期货2606,其他,2026-06-19,56,2909.4,2938.1651,-28.77,-0.979,正常,27659,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IC2605,中证500指数期货2605,其他,2026-05-15,21,8257.8,8387.7647,0.0,0.0,数据异常,26277,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4765.4,4816.0267,-50.63,-1.0512,正常,21344,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IC2609,中证500指数期货2609,其他,2026-09-18,147,8012.2,8387.7647,0.0,0.0,数据异常,19352,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4642.6,4816.0267,-173.43,-3.601,大幅贴水,13243,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IH2605,上证50指数期货2605,其他,2026-05-15,21,2923.4,2938.1651,-14.77,-0.5025,正常,9692,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IH2609,上证50指数期货2609,其他,2026-09-18,147,2873.8,2938.1651,-64.37,-2.1907,贴水,6593,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4596.0,4816.0267,-220.03,-4.5686,大幅贴水,5143,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IC2612,中证500指数期货2612,其他,2026-12-18,238,7868.8,8387.7647,0.0,0.0,数据异常,4875,0,True,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:04:27,IH2612,上证50指数期货2612,其他,2026-12-18,238,2862.2,2938.1651,-75.97,-2.5855,贴水,1838,0,False,2026-04-23 14:04:27
2026-04-23,2026-04-23 14:05:27,IM0,中证1000指数期货连续,其他,,30,8201.4,8488.996,0.0,0.0,数据异常,128360,201719,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IC0,中证500指数期货连续,其他,,30,8167.4,8387.7647,0.0,0.0,数据异常,85418,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IC2606,中证500指数期货2606,其他,2026-06-19,56,8167.4,8387.7647,0.0,0.0,数据异常,85418,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IF0,沪深300指数期货连续,其他,,30,4726.2,4816.0267,-89.83,-1.8652,正常,60038,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4726.2,4816.0267,-89.83,-1.8652,正常,60038,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IH0,上证50指数期货连续,其他,,30,2909.4,2938.1651,-28.77,-0.979,正常,27753,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IH2606,上证50指数期货2606,其他,2026-06-19,56,2909.4,2938.1651,-28.77,-0.979,正常,27753,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IC2605,中证500指数期货2605,其他,2026-05-15,21,8260.4,8387.7647,0.0,0.0,数据异常,26333,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4766.8,4816.0267,-49.23,-1.0221,正常,21373,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IC2609,中证500指数期货2609,其他,2026-09-18,147,8015.0,8387.7647,0.0,0.0,数据异常,19398,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4644.2,4816.0267,-171.83,-3.5678,大幅贴水,13298,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IH2605,上证50指数期货2605,其他,2026-05-15,21,2923.2,2938.1651,-14.97,-0.5093,正常,9712,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IH2609,上证50指数期货2609,其他,2026-09-18,147,2873.8,2938.1651,-64.37,-2.1907,贴水,6602,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4595.6,4816.0267,-220.43,-4.5769,大幅贴水,5153,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IC2612,中证500指数期货2612,其他,2026-12-18,238,7871.4,8387.7647,0.0,0.0,数据异常,4884,0,True,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:05:27,IH2612,上证50指数期货2612,其他,2026-12-18,238,2862.6,2938.1651,-75.57,-2.5718,贴水,1842,0,False,2026-04-23 14:05:27
2026-04-23,2026-04-23 14:06:26,IM0,中证1000指数期货连续,其他,,30,8200.0,8488.996,0.0,0.0,数据异常,128949,201833,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IC0,中证500指数期货连续,其他,,30,8163.6,8387.7647,0.0,0.0,数据异常,85751,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8163.6,8387.7647,0.0,0.0,数据异常,85751,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IF0,沪深300指数期货连续,其他,,30,4725.2,4816.0267,-90.83,-1.8859,正常,60314,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4725.2,4816.0267,-90.83,-1.8859,正常,60314,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IH0,上证50指数期货连续,其他,,30,2908.6,2938.1651,-29.57,-1.0062,正常,27981,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2908.6,2938.1651,-29.57,-1.0062,正常,27981,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8253.0,8387.7647,0.0,0.0,数据异常,26405,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4764.8,4816.0267,-51.23,-1.0637,正常,21447,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8013.0,8387.7647,0.0,0.0,数据异常,19478,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4642.0,4816.0267,-174.03,-3.6135,大幅贴水,13356,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2922.2,2938.1651,-15.97,-0.5434,正常,9755,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2873.0,2938.1651,-65.17,-2.2179,贴水,6624,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4593.0,4816.0267,-223.03,-4.6309,大幅贴水,5162,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7869.2,8387.7647,0.0,0.0,数据异常,4918,0,True,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:06:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2860.0,2938.1651,-78.17,-2.6603,贴水,1849,0,False,2026-04-23 14:06:26
2026-04-23,2026-04-23 14:07:26,IM0,中证1000指数期货连续,其他,,30,8203.2,8488.996,0.0,0.0,数据异常,129196,201894,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IC0,中证500指数期货连续,其他,,30,8159.6,8387.7647,0.0,0.0,数据异常,85912,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8159.6,8387.7647,0.0,0.0,数据异常,85912,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IF0,沪深300指数期货连续,其他,,30,4722.0,4816.0267,-94.03,-1.9524,正常,60491,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4722.0,4816.0267,-94.03,-1.9524,正常,60491,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IH0,上证50指数期货连续,其他,,30,2907.4,2938.1651,-30.77,-1.0471,正常,28056,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2907.4,2938.1651,-30.77,-1.0471,正常,28056,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8252.0,8387.7647,0.0,0.0,数据异常,26459,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4762.0,4816.0267,-54.03,-1.1218,正常,21498,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8007.8,8387.7647,0.0,0.0,数据异常,19517,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4639.2,4816.0267,-176.83,-3.6716,大幅贴水,13422,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.0,2938.1651,-17.17,-0.5842,正常,9784,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2870.8,2938.1651,-67.37,-2.2928,贴水,6679,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4591.0,4816.0267,-225.03,-4.6725,大幅贴水,5172,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7864.4,8387.7647,0.0,0.0,数据异常,4925,0,True,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:07:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2859.0,2938.1651,-79.17,-2.6944,贴水,1850,0,False,2026-04-23 14:07:26
2026-04-23,2026-04-23 14:08:26,IM0,中证1000指数期货连续,其他,,30,8199.4,8488.996,0.0,0.0,数据异常,129389,201971,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IC0,中证500指数期货连续,其他,,30,8162.0,8387.7647,0.0,0.0,数据异常,86139,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IC2606,中证500指数期货2606,其他,2026-06-19,56,8162.0,8387.7647,0.0,0.0,数据异常,86139,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IF0,沪深300指数期货连续,其他,,30,4722.8,4816.0267,-93.23,-1.9358,正常,60624,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4722.8,4816.0267,-93.23,-1.9358,正常,60624,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IH0,上证50指数期货连续,其他,,30,2907.4,2938.1651,-30.77,-1.0471,正常,28119,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IH2606,上证50指数期货2606,其他,2026-06-19,56,2907.4,2938.1651,-30.77,-1.0471,正常,28119,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IC2605,中证500指数期货2605,其他,2026-05-15,21,8253.2,8387.7647,0.0,0.0,数据异常,26505,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4761.8,4816.0267,-54.23,-1.126,正常,21538,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IC2609,中证500指数期货2609,其他,2026-09-18,147,8008.6,8387.7647,0.0,0.0,数据异常,19566,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4639.2,4816.0267,-176.83,-3.6716,大幅贴水,13442,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.6,2938.1651,-16.57,-0.5638,正常,9807,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IH2609,上证50指数期货2609,其他,2026-09-18,147,2871.4,2938.1651,-66.77,-2.2723,贴水,6687,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4592.6,4816.0267,-223.43,-4.6392,大幅贴水,5180,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IC2612,中证500指数期货2612,其他,2026-12-18,238,7868.0,8387.7647,0.0,0.0,数据异常,4932,0,True,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:08:26,IH2612,上证50指数期货2612,其他,2026-12-18,238,2859.6,2938.1651,-78.57,-2.674,贴水,1856,0,False,2026-04-23 14:08:26
2026-04-23,2026-04-23 14:09:26,IM0,中证1000指数期货连续,其他,,30,8200.4,8488.996,0.0,0.0,数据异常,129553,202016,True,2026-04-23 14:09:26
2026-04-23,2026-04-23 14:09:26,IC0,中证500指数期货连续,其他,,30,8160.8,8387.7647,0.0,0.0,数据异常,86294,0,True,2026-04-23 14:09:26
