日期,时间戳,合约代码,合约名称,合约位置,到期日,距到期天数,期货价格,指数价格,升贴水点数,升贴水率,升贴水状态,成交量,持仓量,告警级别,更新时间
2026-04-23,2026-04-23 13:39:23,IM0,中证1000指数期货连续,其他,,30,8188.6,8488.996,-300.3959999999988,-3.538651685075584,大幅贴水,115671,197575,True,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IC0,中证500指数期货连续,其他,,30,8145.6,8387.7647,-242.16469999999936,-2.887118423815577,贴水,76206,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IC2606,中证500指数期货2606,其他,2026-06-19,56,8145.6,8387.7647,-242.16469999999936,-2.887118423815577,贴水,76206,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IF0,沪深300指数期货连续,其他,,30,4718.6,4816.0267,-97.42669999999998,-2.022968435785457,贴水,53911,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4718.6,4816.0267,-97.42669999999998,-2.022968435785457,贴水,53911,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IH0,上证50指数期货连续,其他,,30,2904.8,2938.1651,-33.365099999999984,-1.135576077736407,正常,25259,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IH2606,上证50指数期货2606,其他,2026-06-19,56,2904.8,2938.1651,-33.365099999999984,-1.135576077736407,正常,25259,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IC2605,中证500指数期货2605,其他,2026-05-15,21,8236.4,8387.7647,-151.36470000000008,-1.804589248909189,正常,23637,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4759.4,4816.0267,-56.62670000000071,-1.1757970527862875,正常,19385,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IC2609,中证500指数期货2609,其他,2026-09-18,147,7993.8,8387.7647,-393.96469999999954,-4.696897374815481,大幅贴水,17547,0,True,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4636.4,4816.0267,-179.6267000000007,-3.729769604475006,大幅贴水,12160,0,True,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IH2605,上证50指数期货2605,其他,2026-05-15,21,2919.0,2938.1651,-19.16510000000017,-0.6522812485928774,正常,8971,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IH2609,上证50指数期货2609,其他,2026-09-18,147,2869.4,2938.1651,-68.76510000000007,-2.340409665882971,贴水,6043,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4586.0,4816.0267,-230.02670000000035,-4.776275430532815,大幅贴水,4808,0,True,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IC2612,中证500指数期货2612,其他,2026-12-18,238,7846.0,8387.7647,-541.7646999999997,-6.458987815907613,大幅贴水,4503,0,True,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:39:23,IH2612,上证50指数期货2612,其他,2026-12-18,238,2857.0,2938.1651,-81.16510000000017,-2.7624417702054984,贴水,1730,0,False,2026-04-23 13:39:23
2026-04-23,2026-04-23 13:40:22,IM0,中证1000指数期货连续,其他,,30,8180.4,8488.996,-308.59599999999955,-3.63524732488977,大幅贴水,116276,197704,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IC0,中证500指数期货连续,其他,,30,8135.0,8387.7647,-252.7646999999997,-3.013492975071174,大幅贴水,76642,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IC2606,中证500指数期货2606,其他,2026-06-19,56,8135.0,8387.7647,-252.7646999999997,-3.013492975071174,大幅贴水,76642,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IF0,沪深300指数期货连续,其他,,30,4714.4,4816.0267,-101.62670000000072,-2.110177254623624,贴水,54189,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4714.4,4816.0267,-101.62670000000072,-2.110177254623624,贴水,54189,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IH0,上证50指数期货连续,其他,,30,2902.6,2938.1651,-35.56510000000026,-1.2104527414065416,正常,25434,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IH2606,上证50指数期货2606,其他,2026-06-19,56,2902.6,2938.1651,-35.56510000000026,-1.2104527414065416,正常,25434,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IC2605,中证500指数期货2605,其他,2026-05-15,21,8227.8,8387.7647,-159.96470000000045,-1.9071195452109009,正常,23827,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4754.8,4816.0267,-61.22670000000016,-1.2713114734185371,正常,19455,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IC2609,中证500指数期货2609,其他,2026-09-18,147,7984.4,8387.7647,-403.3647000000001,-4.808965373098748,大幅贴水,17598,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4632.2,4816.0267,-183.82670000000053,-3.816978423313154,大幅贴水,12212,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IH2605,上证50指数期货2605,其他,2026-05-15,21,2917.2,2938.1651,-20.965100000000348,-0.7135439734138951,正常,9005,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IH2609,上证50指数期货2609,其他,2026-09-18,147,2867.8,2938.1651,-70.36509999999998,-2.394865421279423,贴水,6070,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4581.6,4816.0267,-234.4267,-4.867637050268014,大幅贴水,4820,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IC2612,中证500指数期货2612,其他,2026-12-18,238,7839.2,8387.7647,-548.5646999999999,-6.540058282750826,大幅贴水,4515,0,True,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:40:22,IH2612,上证50指数期货2612,其他,2026-12-18,238,2857.0,2938.1651,-81.16510000000017,-2.7624417702054984,贴水,1731,0,False,2026-04-23 13:40:22
2026-04-23,2026-04-23 13:41:21,IM0,中证1000指数期货连续,其他,,30,8180.6,8488.996,-308.3959999999988,-3.6328913336747815,大幅贴水,116717,197857,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IC0,中证500指数期货连续,其他,,30,8129.4,8387.7647,-258.3647000000001,-3.0802568889420576,大幅贴水,77033,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IC2606,中证500指数期货2606,其他,2026-06-19,56,8129.4,8387.7647,-258.3647000000001,-3.0802568889420576,大幅贴水,77033,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IF0,沪深300指数期货连续,其他,,30,4714.6,4816.0267,-101.42669999999998,-2.106024453726554,贴水,54426,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4714.6,4816.0267,-101.42669999999998,-2.106024453726554,贴水,54426,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IH0,上证50指数期货连续,其他,,30,2902.0,2938.1651,-36.165100000000166,-1.230873649680209,正常,25588,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IH2606,上证50指数期货2606,其他,2026-06-19,56,2902.0,2938.1651,-36.165100000000166,-1.230873649680209,正常,25588,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IC2605,中证500指数期货2605,其他,2026-05-15,21,8223.0,8387.7647,-164.76469999999972,-1.964345757100217,正常,23990,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4754.6,4816.0267,-61.42669999999998,-1.2754642743155884,正常,19529,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IC2609,中证500指数期货2609,其他,2026-09-18,147,7979.8,8387.7647,-407.96469999999954,-4.863807159492678,大幅贴水,17675,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4632.2,4816.0267,-183.82670000000053,-3.816978423313154,大幅贴水,12238,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IH2605,上证50指数期货2605,其他,2026-05-15,21,2916.8,2938.1651,-21.365099999999984,-0.7271579122629964,正常,9050,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IH2609,上证50指数期货2609,其他,2026-09-18,147,2868.2,2938.1651,-69.96510000000035,-2.3812514824303217,贴水,6086,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4582.0,4816.0267,-234.02670000000035,-4.859331448473911,大幅贴水,4830,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IC2612,中证500指数期货2612,其他,2026-12-18,238,7833.6,8387.7647,-554.1646999999994,-6.606822196621698,大幅贴水,4529,0,True,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:41:21,IH2612,上证50指数期货2612,其他,2026-12-18,238,2855.2,2938.1651,-82.96510000000035,-2.8237044950265164,贴水,1733,0,False,2026-04-23 13:41:21
2026-04-23,2026-04-23 13:42:22,IM0,中证1000指数期货连续,其他,,30,8193.0,8488.996,-295.9959999999992,-3.4868198783460285,大幅贴水,117119,198018,True,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IC0,中证500指数期货连续,其他,,30,8137.4,8387.7647,-250.36470000000008,-2.984879869126516,贴水,77298,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IC2606,中证500指数期货2606,其他,2026-06-19,56,8137.4,8387.7647,-250.36470000000008,-2.984879869126516,贴水,77298,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IF0,沪深300指数期货连续,其他,,30,4718.0,4816.0267,-98.02670000000036,-2.035426838476629,贴水,54543,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4718.0,4816.0267,-98.02670000000036,-2.035426838476629,贴水,54543,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IH0,上证50指数期货连续,其他,,30,2904.0,2938.1651,-34.165100000000166,-1.1628039554346403,正常,25642,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IH2606,上证50指数期货2606,其他,2026-06-19,56,2904.0,2938.1651,-34.165100000000166,-1.1628039554346403,正常,25642,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IC2605,中证500指数期货2605,其他,2026-05-15,21,8231.6,8387.7647,-156.16469999999936,-1.861815460798505,正常,24067,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4758.0,4816.0267,-58.026700000000346,-1.204866659065664,正常,19558,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IC2609,中证500指数期货2609,其他,2026-09-18,147,7988.6,8387.7647,-399.16469999999936,-4.758892437695581,大幅贴水,17699,0,True,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4636.0,4816.0267,-180.02670000000035,-3.738075206269108,大幅贴水,12264,0,True,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IH2605,上证50指数期货2605,其他,2026-05-15,21,2918.8,2938.1651,-19.365099999999984,-0.659088218017428,正常,9063,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IH2609,上证50指数期货2609,其他,2026-09-18,147,2869.2,2938.1651,-68.96510000000035,-2.347216635307537,贴水,6111,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4584.2,4816.0267,-231.82670000000053,-4.813650638606312,大幅贴水,4836,0,True,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IC2612,中证500指数期货2612,其他,2026-12-18,238,7841.8,8387.7647,-545.9646999999995,-6.509060751310771,大幅贴水,4537,0,True,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:42:22,IH2612,上证50指数期货2612,其他,2026-12-18,238,2857.6,2938.1651,-80.56510000000026,-2.742020861931832,贴水,1738,0,False,2026-04-23 13:42:22
2026-04-23,2026-04-23 13:47:29,IM0,中证1000指数期货连续,其他,,30,8205.0,8488.996,0.0,0.0,数据异常,120140,199187,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IC0,中证500指数期货连续,其他,,30,8163.8,8387.7647,0.0,0.0,数据异常,79116,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IC2606,中证500指数期货2606,其他,2026-06-19,56,8163.8,8387.7647,0.0,0.0,数据异常,79116,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IF0,沪深300指数期货连续,其他,,30,4725.2,4816.0267,-90.82670000000051,-1.88592600618266,正常,55852,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4725.2,4816.0267,-90.82670000000051,-1.88592600618266,正常,55852,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IH0,上证50指数期货连续,其他,,30,2906.6,2938.1651,-31.565100000000257,-1.0743133529154048,正常,26083,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IH2606,上证50指数期货2606,其他,2026-06-19,56,2906.6,2938.1651,-31.565100000000257,-1.0743133529154048,正常,26083,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IC2605,中证500指数期货2605,其他,2026-05-15,21,8255.2,8387.7647,0.0,0.0,数据异常,24596,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4765.2,4816.0267,-50.82670000000053,-1.055365826771694,正常,19908,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IC2609,中证500指数期货2609,其他,2026-09-18,147,8010.6,8387.7647,0.0,0.0,数据异常,18007,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4641.6,4816.0267,-174.42669999999998,-3.621796781151566,大幅贴水,12481,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.0,2938.1651,-17.165100000000166,-0.584211554347309,正常,9210,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IH2609,上证50指数期货2609,其他,2026-09-18,147,2871.2,2938.1651,-66.96510000000035,-2.279146941061969,贴水,6224,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4592.0,4816.0267,-224.02670000000035,-4.651691403621171,大幅贴水,4902,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IC2612,中证500指数期货2612,其他,2026-12-18,238,7864.2,8387.7647,0.0,0.0,数据异常,4596,0,True,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:29,IH2612,上证50指数期货2612,其他,2026-12-18,238,2860.2,2938.1651,-77.96510000000035,-2.653530259412596,贴水,1755,0,False,2026-04-23 13:47:29
2026-04-23,2026-04-23 13:47:45,IM0,中证1000指数期货连续,其他,,30,8201.6,8488.996,0.0,0.0,数据异常,120214,199214,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IC0,中证500指数期货连续,其他,,30,8161.0,8387.7647,0.0,0.0,数据异常,79169,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IC2606,中证500指数期货2606,其他,2026-06-19,56,8161.0,8387.7647,0.0,0.0,数据异常,79169,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IF0,沪深300指数期货连续,其他,,30,4724.2,4816.0267,-91.82670000000051,-1.9066900106679328,正常,55987,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4724.2,4816.0267,-91.82670000000051,-1.9066900106679328,正常,55987,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IH0,上证50指数期货连续,其他,,30,2906.6,2938.1651,-31.565100000000257,-1.0743133529154048,正常,26098,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IH2606,上证50指数期货2606,其他,2026-06-19,56,2906.6,2938.1651,-31.565100000000257,-1.0743133529154048,正常,26098,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IC2605,中证500指数期货2605,其他,2026-05-15,21,8252.6,8387.7647,0.0,0.0,数据异常,24616,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4764.6,4816.0267,-51.42669999999998,-1.067824229462847,正常,19929,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IC2609,中证500指数期货2609,其他,2026-09-18,147,8008.0,8387.7647,0.0,0.0,数据异常,18020,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4641.4,4816.0267,-174.6267000000007,-3.6259495820486354,大幅贴水,12491,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.2,2938.1651,-16.965100000000348,-0.5774045849227584,正常,9213,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IH2609,上证50指数期货2609,其他,2026-09-18,147,2871.6,2938.1651,-66.56510000000026,-2.265533002212852,贴水,6227,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4592.4,4816.0267,-223.6267000000007,-4.643385801827068,大幅贴水,4905,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IC2612,中证500指数期货2612,其他,2026-12-18,238,7864.6,8387.7647,0.0,0.0,数据异常,4604,0,True,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:47:45,IH2612,上证50指数期货2612,其他,2026-12-18,238,2860.2,2938.1651,-77.96510000000035,-2.653530259412596,贴水,1758,0,False,2026-04-23 13:47:45
2026-04-23,2026-04-23 13:48:45,IM0,中证1000指数期货连续,其他,,30,8207.6,8488.996,0.0,0.0,数据异常,120619,199320,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IC0,中证500指数期货连续,其他,,30,8163.6,8387.7647,0.0,0.0,数据异常,79491,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IC2606,中证500指数期货2606,其他,2026-06-19,56,8163.6,8387.7647,0.0,0.0,数据异常,79491,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IF0,沪深300指数期货连续,其他,,30,4723.8,4816.0267,-92.22670000000016,-1.9149956124620355,正常,56131,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4723.8,4816.0267,-92.22670000000016,-1.9149956124620355,正常,56131,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IH0,上证50指数期货连续,其他,,30,2906.2,2938.1651,-31.965100000000348,-1.0879272917645215,正常,26159,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IH2606,上证50指数期货2606,其他,2026-06-19,56,2906.2,2938.1651,-31.965100000000348,-1.0879272917645215,正常,26159,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IC2605,中证500指数期货2605,其他,2026-05-15,21,8255.4,8387.7647,0.0,0.0,数据异常,24757,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4764.8,4816.0267,-51.22670000000016,-1.063671428565796,正常,19991,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IC2609,中证500指数期货2609,其他,2026-09-18,147,8012.6,8387.7647,0.0,0.0,数据异常,18062,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4640.8,4816.0267,-175.22670000000016,-3.6384079847397888,大幅贴水,12517,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.0,2938.1651,-17.165100000000166,-0.584211554347309,正常,9233,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IH2609,上证50指数期货2609,其他,2026-09-18,147,2870.8,2938.1651,-67.36509999999998,-2.29276087991107,贴水,6239,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4591.8,4816.0267,-224.22670000000016,-4.655844204518221,大幅贴水,4912,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IC2612,中证500指数期货2612,其他,2026-12-18,238,7867.0,8387.7647,0.0,0.0,数据异常,4632,0,True,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:48:45,IH2612,上证50指数期货2612,其他,2026-12-18,238,2858.8,2938.1651,-79.36509999999998,-2.701179045384481,贴水,1760,0,False,2026-04-23 13:48:45
2026-04-23,2026-04-23 13:49:45,IM0,中证1000指数期货连续,其他,,30,8210.0,8488.996,0.0,0.0,数据异常,121047,199437,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IC0,中证500指数期货连续,其他,,30,8167.6,8387.7647,0.0,0.0,数据异常,79845,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IC2606,中证500指数期货2606,其他,2026-06-19,56,8167.6,8387.7647,0.0,0.0,数据异常,79845,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IF0,沪深300指数期货连续,其他,,30,4724.6,4816.0267,-91.42669999999998,-1.8983844088738124,正常,56339,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4724.6,4816.0267,-91.42669999999998,-1.8983844088738124,正常,56339,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IH0,上证50指数期货连续,其他,,30,2906.8,2938.1651,-31.365099999999984,-1.0675063834908385,正常,26238,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IH2606,上证50指数期货2606,其他,2026-06-19,56,2906.8,2938.1651,-31.365099999999984,-1.0675063834908385,正常,26238,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IC2605,中证500指数期货2605,其他,2026-05-15,21,8256.8,8387.7647,0.0,0.0,数据异常,24889,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4765.6,4816.0267,-50.42669999999998,-1.047060224977573,正常,20075,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IC2609,中证500指数期货2609,其他,2026-09-18,147,8017.0,8387.7647,0.0,0.0,数据异常,18127,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4642.2,4816.0267,-173.82670000000053,-3.609338378460413,大幅贴水,12549,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IH2605,上证50指数期货2605,其他,2026-05-15,21,2921.2,2938.1651,-16.965100000000348,-0.5774045849227584,正常,9261,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IH2609,上证50指数期货2609,其他,2026-09-18,147,2871.2,2938.1651,-66.96510000000035,-2.279146941061969,贴水,6247,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4594.0,4816.0267,-222.02670000000035,-4.610163394650622,大幅贴水,4923,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IC2612,中证500指数期货2612,其他,2026-12-18,238,7872.2,8387.7647,0.0,0.0,数据异常,4648,0,True,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:49:45,IH2612,上证50指数期货2612,其他,2026-12-18,238,2859.8,2938.1651,-78.36509999999998,-2.667144198261697,贴水,1763,0,False,2026-04-23 13:49:45
2026-04-23,2026-04-23 13:50:45,IM0,中证1000指数期货连续,其他,,30,8204.4,8488.996,0.0,0.0,数据异常,121655,199534,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IC0,中证500指数期货连续,其他,,30,8164.8,8387.7647,0.0,0.0,数据异常,80307,0,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IC2606,中证500指数期货2606,其他,2026-06-19,56,8164.8,8387.7647,0.0,0.0,数据异常,80307,0,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IF0,沪深300指数期货连续,其他,,30,4724.0,4816.0267,-92.02670000000036,-1.9108428115649845,正常,56510,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IF2606,沪深300指数期货2606,其他,2026-06-19,56,4724.0,4816.0267,-92.02670000000036,-1.9108428115649845,正常,56510,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IH0,上证50指数期货连续,其他,,30,2906.0,2938.1651,-32.165100000000166,-1.0947342611890722,正常,26314,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IH2606,上证50指数期货2606,其他,2026-06-19,56,2906.0,2938.1651,-32.165100000000166,-1.0947342611890722,正常,26314,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IC2605,中证500指数期货2605,其他,2026-05-15,21,8257.0,8387.7647,0.0,0.0,数据异常,25097,0,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IF2605,沪深300指数期货2605,其他,2026-05-15,21,4764.6,4816.0267,-51.42669999999998,-1.067824229462847,正常,20138,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IC2609,中证500指数期货2609,其他,2026-09-18,147,8013.4,8387.7647,0.0,0.0,数据异常,18217,0,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IF2609,沪深300指数期货2609,其他,2026-09-18,147,4641.4,4816.0267,-174.6267000000007,-3.6259495820486354,大幅贴水,12580,0,True,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IH2605,上证50指数期货2605,其他,2026-05-15,21,2920.4,2938.1651,-17.765100000000075,-0.6046324626209765,正常,9289,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IH2609,上证50指数期货2609,其他,2026-09-18,147,2872.0,2938.1651,-66.16510000000017,-2.251919063363736,贴水,6298,0,False,2026-04-23 13:50:45
2026-04-23,2026-04-23 13:50:45,IF2612,沪深300指数期货2612,其他,2026-12-18,238,4593.2,4816.0267,-222.82670000000053,-4.626774598238845,大幅贴水,4930,0,True,2026-04-23 13:50:45
